guid,name,unit,tier,condition,modifiers,descriptor
-1364891068,Paladin Fallen Angel Dash,Fallen Angel,T4,Aimed,,Aim at a target or direction — fires downrange
-8655403,Primary Attack,Fallen Angel,T4,CloseRange,Combo|Channel,Needs enemies next to / in front of you
-1629569043,Primary Attack,Fallen Angel,T1,Summon,Combo|Channel,Summons units/allies — no aim needed
-1643450845,Unholy Fallen Angel Dash,Fallen Angel,T1,Summon,,Summons units/allies — no aim needed
1850515789,Primary Attack,Farmer,T2,CloseRange,,Needs enemies next to / in front of you
-1601441951,Bandit Fisherman Feed Serpent Lineup,Finn the Fisherman,T2,SelfCast,,Self/ally effect — works on press
-1657698157,Bandit Fisherman Feed Serpent Lineup,Finn the Fisherman,T2,SelfCast,,Self/ally effect — works on press
-228936316,Bandit Fisherman Feed Serpent Lineup,Finn the Fisherman,T2,SelfCast,,Self/ally effect — works on press
514628041,Bandit Fisherman Feed Serpent Lineup Hard,Finn the Fisherman,T2,SelfCast,,Self/ally effect — works on press
-2096565232,Bandit Fisherman Fishing Blowfish,Finn the Fisherman,T2,SelfCast,,Self/ally effect — works on press
-82547339,Bandit Fisherman Fishing Lineup,Finn the Fisherman,T2,SelfCast,,Self/ally effect — works on press
396802528,Bandit Fisherman Fishing Old Boot,Finn the Fisherman,T2,SelfCast,,Self/ally effect — works on press
647582679,Bandit Fisherman Fishing Piranhas,Finn the Fisherman,T2,SelfCast,,Self/ally effect — works on press
571532506,Bandit Fisherman Serpent Feed,Finn the Fisherman,T2,CloseRange,Channel,Needs enemies next to / in front of you
-405467076,Bandit Fisherman Serpent Feed Hard,Finn the Fisherman,T2,CloseRange,Channel,Needs enemies next to / in front of you
1516349451,Primary Attack,Finn the Fisherman,T2,CloseRange,Combo,Needs enemies next to / in front of you
1238091894,Cultist Projectile,Flame Fanatic,T3,Aimed,,Aim at a target or direction — fires downrange
14947666,Shriek,Flame Fanatic,T3,CloseRange,,Needs enemies next to / in front of you
340686786,Mutant Flesh Golem Bulldoze,Flesh Golem,T4,CloseRange,Channel,Needs enemies next to / in front of you
-79098693,Primary Attack,Flesh Golem,T4,CloseRange,Channel,Needs enemies next to / in front of you
1459248190,Primary Attack,Flesh Golem,T4,CloseRange,,Needs enemies next to / in front of you
-1485105952,Primary Attack,Flesh Golem,T4,CloseRange,,Needs enemies next to / in front of you
-736079997,Primary Attack,Flesh Golem,T4,CloseRange,Channel,Needs enemies next to / in front of you
979394873,Primary Attack,Footman,T4,CloseRange,,Needs enemies next to / in front of you
-1425167877,Primary Attack,Forest Dweller,T1,Summon,Channel,Summons units/allies — no aim needed
1841930998,Primary Attack,Forest Dweller,T1,CloseRange,,Needs enemies next to / in front of you
1713280509,Spider Forest Webbing,Forest Dweller,T1,CloseRange,,Needs enemies next to / in front of you
-292254536,Primary Attack,Forest Spawnling,T1,CloseRange,,Needs enemies next to / in front of you
-597391921,Primary Attack,Foulrot the Soultaker,T3,CloseRange,,Needs enemies next to / in front of you
-281508142,Shadow Meld,Foulrot the Soultaker,T3,SelfCast,,Self/ally effect — works on press
-1267641072,Primary Attack,Frost Wolf,T3,CloseRange,Combo,Needs enemies next to / in front of you
-83187650,Wolf Winter Dash Attack,Frost Wolf,T3,CloseRange,,Needs enemies next to / in front of you
54541608,Primary Attack,Frostmaw the Mountain Terror,T3,Movement,,Mobility / travel — no target needed
203761859,Primary Attack,Frostmaw the Mountain Terror,T3,CloseRange,,Needs enemies next to / in front of you
929369353,Primary Attack,Frostmaw the Mountain Terror,T3,CloseRange,,Needs enemies next to / in front of you
-496233120,Primary Attack,Frostmaw the Mountain Terror,T3,Movement,,Mobility / travel — no target needed
-2029387940,Primary Attack,Frostmaw the Mountain Terror,T3,Movement,,Mobility / travel — no target needed
-1683730497,Primary Attack,Frostmaw the Mountain Terror,T3,Aimed,Combo,Aim at a target or direction — fires downrange
1568904735,Primary Attack,Frostmaw the Mountain Terror,T3,CloseRange,Combo,Needs enemies next to / in front of you
-2090815764,Primary Attack,Frostmaw the Mountain Terror,T3,CloseRange,Channel,Needs enemies next to / in front of you
495259674,Wendigo Ice Beam First,Frostmaw the Mountain Terror,T3,CloseRange,,Needs enemies next to / in front of you
-1986179833,Wendigo Leap Attack,Frostmaw the Mountain Terror,T3,Movement,,Mobility / travel — no target needed
-1826323796,Primary Attack,Gatherer,T1,CloseRange,Combo,Needs enemies next to / in front of you
257841890,Gloomrot Spider Tank Gattler Bomb Hatch,Gattler,T4,CloseRange,,Needs enemies next to / in front of you
-633982282,Gloomrot Spider Tank Gattler Minigun,Gattler,T4,Aimed,Channel,Aim at a target or direction — fires downrange
938684260,Arctic Leap,General Cassius the Betrayer,T3,Movement,,Mobility / travel — no target needed
-604910466,Arctic Leap,General Cassius the Betrayer,T3,Aimed,,Aim at a target or direction — fires downrange
-1139777657,Blood Rage,General Cassius the Betrayer,T3,CloseRange,,Needs enemies next to / in front of you
-1298764600,Corrupted Skull,General Cassius the Betrayer,T3,Summon,,Summons units/allies — no aim needed
-2126197617,Great Cleaver,General Cassius the Betrayer,T3,CloseRange,,Needs enemies next to / in front of you
416744805,High Lord Raise Dead,General Cassius the Betrayer,T3,Summon,,Summons units/allies — no aim needed
-328302080,Primary Attack,General Cassius the Betrayer,T3,CloseRange,Combo,Needs enemies next to / in front of you
851287157,Whirlwind,General Cassius the Betrayer,T3,CloseRange,,Needs enemies next to / in front of you
-926355648,Cold Snap,General Elena the Hollow,T3,SelfCast,,Self/ally effect — works on press
953519927,Ice Nova,General Elena the Hollow,T3,CloseRange,,Needs enemies next to / in front of you
1691254929,Ice Nova,General Elena the Hollow,T3,CloseRange,,Needs enemies next to / in front of you
1064969109,Ice Ranger Jump Down,General Elena the Hollow,T3,Movement,,Mobility / travel — no target needed
1431473799,Ice Ranger Tower Of Frost,General Elena the Hollow,T3,CloseRange,Channel,Needs enemies next to / in front of you
2057952818,Ice Ranger Tower Of Frost Low Health,General Elena the Hollow,T3,CloseRange,Channel,Needs enemies next to / in front of you
1766924388,Primary Attack,General Elena the Hollow,T3,Aimed,,Aim at a target or direction — fires downrange
-808864212,Primary Attack,General Elena the Hollow,T3,Aimed,Channel,Aim at a target or direction — fires downrange
-1770479364,Primary Attack,General Elena the Hollow,T3,Aimed,Channel,Aim at a target or direction — fires downrange
-336633586,Primary Attack,General Elena the Hollow,T3,Aimed,,Aim at a target or direction — fires downrange
765386506,Rain of Bolts,General Elena the Hollow,T3,CloseRange,,Needs enemies next to / in front of you
-354379679,Veil of Frost,General Elena the Hollow,T3,Movement,,Mobility / travel — no target needed
1826128809,Arctic Leap,General Valencia the Depraved,T4,Aimed,,Aim at a target or direction — fires downrange
-1759227484,Arctic Leap,General Valencia the Depraved,T4,Movement,,Mobility / travel — no target needed
992015964,Primary Attack,General Valencia the Depraved,T4,CloseRange,Combo,Needs enemies next to / in front of you
-1730693034,Primary Attack,General Valencia the Depraved,T4,Aimed,,Aim at a target or direction — fires downrange
-1069881409,Primary Attack,General Valencia the Depraved,T4,Movement,,Mobility / travel — no target needed
-503137581,Vampire Blood Knight Maiden Lineup,General Valencia the Depraved,T4,SelfCast,,Self/ally effect — works on press
-1920828971,Vampire Blood Knight Summon Crimson Maiden,General Valencia the Depraved,T4,Summon,,Summons units/allies — no aim needed
-1058201566,Frenzy,Ghost Assassin,T3,CloseRange,Channel,Needs enemies next to / in front of you
558343424,Primary Attack,Ghost Assassin,T3,CloseRange,Combo,Needs enemies next to / in front of you
-544864084,Primary Attack,Ghost Assassin,T3,CloseRange,Channel,Needs enemies next to / in front of you
793860757,Primary Attack,Ghost Assassin,T3,CloseRange,Combo,Needs enemies next to / in front of you
1323999965,Primary Attack,Ghost Assassin,T3,CloseRange,Combo,Needs enemies next to / in front of you
1700777111,Primary Attack,Ghost Assassin,T3,CloseRange,Combo,Needs enemies next to / in front of you
575048784,Primary Attack,Ghost Assassin,T3,CloseRange,Combo,Needs enemies next to / in front of you
57588514,Primary Attack,Ghost Assassin,T3,CloseRange,,Needs enemies next to / in front of you
1791635791,Primary Attack,Ghost Assassin,T3,CloseRange,,Needs enemies next to / in front of you
236831977,Primary Attack,Ghost Assassin,T3,CloseRange,,Needs enemies next to / in front of you
-923762386,Primary Attack,Ghost Assassin,T3,CloseRange,,Needs enemies next to / in front of you
1166337981,Undead Cursed Smith Floating Spear Spear Thrust,Ghost Assassin,T3,Aimed,Channel,Aim at a target or direction — fires downrange
1835500377,X-Strike,Ghost Assassin,T3,Aimed,,Aim at a target or direction — fires downrange
-1802963726,Militia Crossbow,Ghost Crossbowman,T3,Aimed,,Aim at a target or direction — fires downrange
-932485064,Undead Ghost Militia Crossbow,Ghost Crossbowman,T3,Aimed,,Aim at a target or direction — fires downrange
-2092537748,Primary Attack,Ghost Guardian,T3,CloseRange,Combo,Needs enemies next to / in front of you
955484879,Primary Attack,Ghost Guardian,T3,CloseRange,,Needs enemies next to / in front of you
1059734295,Primary Attack,Ghost Guardian,T3,CloseRange,,Needs enemies next to / in front of you
-1967657578,Primary Attack,Ghost Warrior,T3,CloseRange,Combo,Needs enemies next to / in front of you
-1099406988,Dracula Shadow Bat Swarm Dash,Giant Bat,T4,Aimed,,Aim at a target or direction — fires downrange
5164221,Primary Attack,Giant Bat,T3,CloseRange,,Needs enemies next to / in front of you
1854645901,Giant Crow Dash,Giant Crow,T3,Aimed,,Aim at a target or direction — fires downrange
-1007898441,Primary Attack,Giant Rat,T1,CloseRange,,Needs enemies next to / in front of you
1439273397,Arctic Leap,Gorecrusher the Behemoth,T4,Aimed,,Aim at a target or direction — fires downrange
-1574537639,Arctic Leap,Gorecrusher the Behemoth,T4,CloseRange,,Needs enemies next to / in front of you
-130931989,Arctic Leap,Gorecrusher the Behemoth,T4,Aimed,,Aim at a target or direction — fires downrange
-430375110,Arctic Leap,Gorecrusher the Behemoth,T4,Summon,,Summons units/allies — no aim needed
556335075,Cursed Mountain Beast Dash Attack,Gorecrusher the Behemoth,T4,Aimed,,Aim at a target or direction — fires downrange
2067796423,Primary Attack,Gorecrusher the Behemoth,T4,CloseRange,Channel,Needs enemies next to / in front of you
-1771783202,Primary Attack,Gorecrusher the Behemoth,T4,CloseRange,Combo,Needs enemies next to / in front of you
1221980502,Primary Attack,Gorecrusher the Behemoth,T4,CloseRange,Combo,Needs enemies next to / in front of you
-749389155,Secondary Attack,Gorecrusher the Behemoth,T4,CloseRange,,Needs enemies next to / in front of you
-453331838,Secondary Attack,Gorecrusher the Behemoth,T4,CloseRange,,Needs enemies next to / in front of you
-1749428209,Bandit Stalker VBlood Reinforcement,Grayson the Armourer,T1,Summon,,Summons units/allies — no aim needed
65616384,Primary Attack,Grayson the Armourer,T1,CloseRange,Channel,Needs enemies next to / in front of you
-66951019,Primary Attack,Grayson the Armourer,T1,CloseRange,Channel,Needs enemies next to / in front of you
-225237355,Arctic Leap,Grethel the Glassblower,T3,CloseRange,Channel,Needs enemies next to / in front of you
800186323,Militia Glassblower Deep Breath,Grethel the Glassblower,T3,CloseRange,Channel,Needs enemies next to / in front of you
-1174644772,Militia Glassblower Deep Breath Hard,Grethel the Glassblower,T3,CloseRange,Channel,Needs enemies next to / in front of you
437523703,Dasher Dash,Harpy Dasher,T4,Aimed,,Aim at a target or direction — fires downrange
705089395,Dasher Dive,Harpy Dasher,T4,CloseRange,,Needs enemies next to / in front of you
191219781,Primary Attack,Harpy Dasher,T4,CloseRange,,Needs enemies next to / in front of you
1524767753,Primary Attack,Harpy Dasher,T4,CloseRange,,Needs enemies next to / in front of you
1245308829,Primary Attack,Harpy Scratcher,T4,CloseRange,,Needs enemies next to / in front of you
769558056,Primary Attack,Harpy Scratcher,T4,CloseRange,,Needs enemies next to / in front of you
725170243,Sorceress AoE,Harpy Sorceress,T4,CloseRange,,Needs enemies next to / in front of you
1075000607,Sorceress Projectile,Harpy Sorceress,T4,Aimed,,Aim at a target or direction — fires downrange
-559662270,Discharge,Henry Blackbrew the Doctor,T4,Movement,,Mobility / travel — no target needed
98352404,Gloomrot The Professor Discharge,Henry Blackbrew the Doctor,T4,SelfCast,,Self/ally effect — works on press
-506564570,Gloomrot The Professor Imploding Orb,Henry Blackbrew the Doctor,T4,CloseRange,Channel,Needs enemies next to / in front of you
-2097618568,Gloomrot The Professor Multi Lazer,Henry Blackbrew the Doctor,T4,Aimed,Channel,Aim at a target or direction — fires downrange
922412053,Gloomrot The Professor Multi Lazer Hard,Henry Blackbrew the Doctor,T4,Aimed,Channel,Aim at a target or direction — fires downrange
-367310449,Ataque Primário,Homem,T3,CloseRange,,Needs enemies next to / in front of you
-117718548,Primary Attack,Ink Demon,T2,CloseRange,,Needs enemies next to / in front of you
-1294182358,VHunter Jade Caltrops,Jade the Vampire Hunter,T3,Aimed,,Aim at a target or direction — fires downrange
1372353064,VHunter Jade Caltrops Hard,Jade the Vampire Hunter,T3,Aimed,,Aim at a target or direction — fires downrange
-526118698,VHunter Jade Disabling Shot,Jade the Vampire Hunter,T3,Aimed,,Aim at a target or direction — fires downrange
-2013216961,VHunter Jade Revolvers,Jade the Vampire Hunter,T3,Aimed,Combo,Aim at a target or direction — fires downrange
1196517991,VHunter Jade Revolvers,Jade the Vampire Hunter,T3,Aimed,Combo,Aim at a target or direction — fires downrange
688350142,VHunter Jade Revolvers,Jade the Vampire Hunter,T3,Aimed,Combo,Aim at a target or direction — fires downrange
-1783782358,VHunter Jade Revolvers,Jade the Vampire Hunter,T3,Aimed,Combo,Aim at a target or direction — fires downrange
-1884688827,VHunter Jade Snipe,Jade the Vampire Hunter,T3,Aimed,Channel,Aim at a target or direction — fires downrange
-1030552412,VHunter Jade Snipe Hard,Jade the Vampire Hunter,T3,Aimed,,Aim at a target or direction — fires downrange
-1871956083,Bandit Frostt Arrow Multi Shot Hard,Keely the Frost Archer,T1,Aimed,Channel,Aim at a target or direction — fires downrange
-557111974,Primary Attack,Knight,T4,CloseRange,Combo,Needs enemies next to / in front of you
-1462154593,Primary Attack,Knight,T4,CloseRange,,Needs enemies next to / in front of you
-1330909978,Primary Attack,Knight,T4,CloseRange,Channel,Needs enemies next to / in front of you
-1900214847,Primary Attack,Knight,T4,CloseRange,Combo,Needs enemies next to / in front of you
377144854,Primary Attack,Knight,T4,CloseRange,,Needs enemies next to / in front of you
-1709055711,Bear Dire Dash,Kodia the Ferocious Bear,T2,CloseRange,,Needs enemies next to / in front of you
-1972594588,Primary Attack,Kodia the Ferocious Bear,T2,CloseRange,Channel,Needs enemies next to / in front of you
-1559349374,Primary Attack,Kodia the Ferocious Bear,T2,Summon,Channel,Summons units/allies — no aim needed
234226418,Undead Leader Chain Hook Projectile,Kriig il generale dei non morti,T3,Aimed,Channel,Aim at a target or direction — fires downrange
948587795,Arctic Leap,Kriig the Undead General,T3,CloseRange,Channel,Needs enemies next to / in front of you
211628325,Primary Attack,Kriig the Undead General,T3,CloseRange,Channel,Needs enemies next to / in front of you
-749335766,Primary Attack,Labworker,T3,CloseRange,Combo,Needs enemies next to / in front of you
-2010697707,Bandit Foreman Crossbow,Lesser Blood Soul,T3,Aimed,Channel,Aim at a target or direction — fires downrange
-1100933071,Bandit Foreman Crossbow Blood Rage,Lesser Blood Soul,T3,Aimed,,Aim at a target or direction — fires downrange
46962343,Bandit Foreman Crossbow Hard,Lesser Blood Soul,T3,Aimed,,Aim at a target or direction — fires downrange
-1326540020,Bandit Foreman Rapid Shot,Lesser Blood Soul,T3,Aimed,,Aim at a target or direction — fires downrange
-1696612225,Bandit Foreman Rapid Shot Hard,Lesser Blood Soul,T3,Aimed,,Aim at a target or direction — fires downrange
1914101495,Bandit Foreman Reinforcement,Lesser Blood Soul,T3,Summon,Channel,Summons units/allies — no aim needed
2130985273,Bandit Foreman Throw Net,Lesser Blood Soul,T3,CloseRange,,Needs enemies next to / in front of you
-892431821,Blood Rage,Lesser Blood Soul,T3,CloseRange,,Needs enemies next to / in front of you
-1773431654,Dash,Lesser Blood Soul,T3,Movement,,Mobility / travel — no target needed
2145809434,Mist Walk,Lesser Blood Soul,T3,Movement,,Mobility / travel — no target needed
-1036943907,Poloma Pixie,Lesser Blood Soul,T3,Summon,,Summons units/allies — no aim needed
-321651703,Poloma Wolf,Lesser Blood Soul,T3,Aimed,Channel,Aim at a target or direction — fires downrange
-939006306,Primary Attack,Lesser Blood Soul,T3,CloseRange,Channel,Needs enemies next to / in front of you
1187864883,Rain of Bolts,Lesser Blood Soul,T3,CloseRange,Channel,Needs enemies next to / in front of you
-323939446,Undead Bishop Of Death Chain Bolt Hard,Lesser Blood Soul,T3,Aimed,,Aim at a target or direction — fires downrange
622287046,Undead Bishop Of Death Corpse Party,Lesser Blood Soul,T3,CloseRange,,Needs enemies next to / in front of you
-184530068,Undead Bishop Of Death Corpse Party Hard,Lesser Blood Soul,T3,CloseRange,,Needs enemies next to / in front of you
780432315,Undead Bishop Of Death Projectile,Lesser Blood Soul,T3,Aimed,,Aim at a target or direction — fires downrange
-1181691042,Bandit Deadeye Chaos Nuke Hard,Lidia the Chaos Archer,T2,Aimed,,Aim at a target or direction — fires downrange
642767950,Bandit Deadeye Chaosbarrage Hard,Lidia the Chaos Archer,T2,Aimed,Channel,Aim at a target or direction — fires downrange
-836774616,Bandit Deadeye Chaosstorm Hard,Lidia the Chaos Archer,T2,Aimed,,Aim at a target or direction — fires downrange
-912372242,Dash,Lidia the Chaos Archer,T2,Movement,,Mobility / travel — no target needed
574933909,Gloomrot Spider Tank Lightning Rod Heavy Beam,Lightning Protector,T4,CloseRange,Channel,Needs enemies next to / in front of you
-1537394790,Gloomrot Spider Tank Lightning Rod Light Shot,Lightning Protector,T4,Aimed,Channel,Aim at a target or direction — fires downrange
1761660947,Lightweaver Holy Bolt,Lightweaver,T4,Aimed,,Aim at a target or direction — fires downrange
-284360089,Spectral Strike,Lightweaver,T4,Movement,,Mobility / travel — no target needed
1891756809,Spectral Strike,Lightweaver,T4,Movement,,Mobility / travel — no target needed
1450902136,Arctic Leap,Lord Styx the Night Champion,T4,Aimed,,Aim at a target or direction — fires downrange
-66831677,Arctic Leap,Lord Styx the Night Champion,T4,Aimed,,Aim at a target or direction — fires downrange
1146467217,Arctic Leap,Lord Styx the Night Champion,T4,Aimed,,Aim at a target or direction — fires downrange
-597709516,Arctic Leap,Lord Styx the Night Champion,T4,Summon,Channel,Summons units/allies — no aim needed
-254080557,Bat Vampire Bat Storm,Lord Styx the Night Champion,T4,CloseRange,Channel,Needs enemies next to / in front of you
716346677,Bat Vampire Bat Swarm,Lord Styx the Night Champion,T4,Aimed,Channel,Aim at a target or direction — fires downrange
1416508240,Bat Vampire Night Dash,Lord Styx the Night Champion,T4,Movement,,Mobility / travel — no target needed
-1648920159,Bat Vampire Night Dash Dash,Lord Styx the Night Champion,T4,CloseRange,,Needs enemies next to / in front of you
-1965562520,Primary Attack,Lord Styx the Night Champion,T4,CloseRange,Combo,Needs enemies next to / in front of you
-1698981316,Primary Attack,Lord Styx the Night Champion,T4,SelfCast,Channel,Self/ally effect — works on press
-1232816408,Arch Mage Lightning Arc,Mairwyn az Elementalista,T4,Aimed,,Aim at a target or direction — fires downrange
1520734123,Arch Mage Crystal Lance,Mairwyn the Elementalist,T4,Aimed,Combo,Aim at a target or direction — fires downrange
1187623532,Arch Mage Crystal Lance Charged,Mairwyn the Elementalist,T4,Aimed,Channel,Aim at a target or direction — fires downrange
1217615468,Arch Mage Fire Spinner,Mairwyn the Elementalist,T4,Aimed,Channel,Aim at a target or direction — fires downrange
1365358996,Arch Mage Lightning Curse,Mairwyn the Elementalist,T4,Aimed,,Aim at a target or direction — fires downrange
-2025881745,Primary Attack,Mairwyn the Elementalist,T4,Summon,Channel,Summons units/allies — no aim needed
-1008562275,Arctic Leap,Maja the Dark Savant,T3,CloseRange,Channel,Needs enemies next to / in front of you
-198012170,Militia Scribe Cutting Parchment,Maja the Dark Savant,T3,Aimed,,Aim at a target or direction — fires downrange
-1104025162,Militia Scribe Quick Attack,Maja the Dark Savant,T3,Aimed,Combo|Channel,Aim at a target or direction — fires downrange
-186690512,Militia Scribe Ranged Attack,Maja the Dark Savant,T3,Aimed,Channel,Aim at a target or direction — fires downrange
2019689688,Militia Scribe Razor Parchment,Maja the Dark Savant,T3,Aimed,Combo,Aim at a target or direction — fires downrange
-592301846,Primary Attack,Maja the Dark Savant,T3,Summon,Channel,Summons units/allies — no aim needed
-1922948406,Primary Attack,Maja the Dark Savant,T3,CloseRange,,Needs enemies next to / in front of you
780372716,Man Trap Projectile,Mantrap,T1,Aimed,Channel,Aim at a target or direction — fires downrange
-359326766,Man Trap Tripple Projectile,Mantrap,T2,Aimed,Combo,Aim at a target or direction — fires downrange
105274396,Primary Attack,Mantrap,T1,CloseRange,Channel,Needs enemies next to / in front of you
1238529741,Primary Attack,Mantrap,T2,CloseRange,Channel,Needs enemies next to / in front of you
-1729075022,Cursed Witch Explode Mosquito,Matka the Curse Weaver,T4,CloseRange,,Needs enemies next to / in front of you
1511001063,Cursed Witch Witch Bolt,Matka the Curse Weaver,T4,Aimed,,Aim at a target or direction — fires downrange
1860769470,Shriek,Matka the Curse Weaver,T4,CloseRange,Channel,Needs enemies next to / in front of you
1898980277,Cursed Witch Corrupted Ghouls,"Matka, die Fluchweberin",T4,Summon,,Summons units/allies — no aim needed
764619540,Militia Light Arrow Basic Shot,Meredith the Bright Archer,T3,Aimed,Channel,Aim at a target or direction — fires downrange
1181965808,Militia Light Arrow Hard Guided Arrow,Meredith the Bright Archer,T3,Aimed,Channel,Aim at a target or direction — fires downrange
-1509483896,Militia Light Arrow Heal Shot,Meredith the Bright Archer,T3,Aimed,,Aim at a target or direction — fires downrange
-1282136902,Militia Light Arrow Quick Shot,Meredith the Bright Archer,T3,Aimed,,Aim at a target or direction — fires downrange
-1286987800,Militia Light Arrow Snipe,Meredith the Bright Archer,T3,Aimed,Channel,Aim at a target or direction — fires downrange
336380612,Militia Light Arrow Spawn Minions,Meredith the Bright Archer,T3,Summon,,Summons units/allies — no aim needed
-494771621,Militia Light Arrow Throw,Meredith the Bright Archer,T3,CloseRange,,Needs enemies next to / in front of you
-202704002,Spectral Strike,Meredith the Bright Archer,T3,CloseRange,,Needs enemies next to / in front of you
2005435470,Birincil Saldırı,Milis Tüfekçisi,T4,CloseRange,,Needs enemies next to / in front of you
1870073064,Militia Call Adds,Milis Yüzbaşısı Octavian,T3,Summon,Channel,Summons units/allies — no aim needed
-1102042167,Militia Longbow Fire Arrow,Militia Archer,T2,Aimed,Channel,Aim at a target or direction — fires downrange
-351745987,Militia Longbowman Ranged Attack,Militia Archer,T2,Aimed,,Aim at a target or direction — fires downrange
-893194478,Primary Attack,Militia Constraining Pole,T4,CloseRange,,Needs enemies next to / in front of you
931534835,Primary Attack,Militia Guard,T2,CloseRange,Combo,Needs enemies next to / in front of you
-668603830,Primary Attack,Militia Guard,T2,CloseRange,,Needs enemies next to / in front of you
994921501,Primary Attack,Militia Guard,T2,CloseRange,Combo,Needs enemies next to / in front of you
-1298478938,Spectral Wolf,Militia Guard,T3,Aimed,,Aim at a target or direction — fires downrange
-116877786,Militia Torch Throw,Militia Torchbearer,T2,CloseRange,,Needs enemies next to / in front of you
471046053,Primary Attack,Militia Torchbearer,T2,CloseRange,Combo,Needs enemies next to / in front of you
892342913,Militia Heavy Dash,Militia Veteran,T3,CloseRange,,Needs enemies next to / in front of you
-1528770669,Primary Attack,Militia Veteran,T3,CloseRange,,Needs enemies next to / in front of you
951831242,Primary Attack,Militia Veteran,T3,CloseRange,,Needs enemies next to / in front of you
900927411,Primary Attack,Miner,T1,CloseRange,,Needs enemies next to / in front of you
2039677643,Primary Attack,Miner,T1,CloseRange,Combo,Needs enemies next to / in front of you
1599972576,Primary Attack,Miner,T2,CloseRange,,Needs enemies next to / in front of you
1883230955,Moose Charge,Moose,T1,CloseRange,Channel,Needs enemies next to / in front of you
250913160,Moose Charge Winter,Moose,T3,CloseRange,Channel,Needs enemies next to / in front of you
-764767694,Primary Attack,Moose,T3,CloseRange,Channel,Needs enemies next to / in front of you
-424388071,Matriarch AoE,Morian the Stormwing Matriarch,T4,CloseRange,,Needs enemies next to / in front of you
-12917778,Matriarch Dash,Morian the Stormwing Matriarch,T4,Aimed,,Aim at a target or direction — fires downrange
1088363798,Matriarch Dash HARD,Morian the Stormwing Matriarch,T4,Aimed,,Aim at a target or direction — fires downrange
-514516956,Matriarch Projectile,Morian the Stormwing Matriarch,T4,Aimed,,Aim at a target or direction — fires downrange
1212947823,Matriarch Soar Travel,Morian the Stormwing Matriarch,T4,Summon,,Summons units/allies — no aim needed
341041700,Primary Attack,Morian the Stormwing Matriarch,T4,CloseRange,,Needs enemies next to / in front of you
-1389186216,Primary Attack,Morian the Stormwing Matriarch,T4,CloseRange,,Needs enemies next to / in front of you
-1979483677,Primary Attack,Mosquito,T3,CloseRange,,Needs enemies next to / in front of you
1451199905,Primary Attack,Mosquito,T3,CloseRange,,Needs enemies next to / in front of you
1281316565,Primary Attack,Mugger,T1,CloseRange,Combo,Needs enemies next to / in front of you
1271143604,Mutant Spitter Projectile,Mutant Spitter,T3,Aimed,Channel,Aim at a target or direction — fires downrange
1771061239,Primary Attack,Mutant Spitter,T3,CloseRange,,Needs enemies next to / in front of you
616732424,Primary Attack,Mutated Bear,T4,CloseRange,,Needs enemies next to / in front of you
-44955695,Primary Attack,Mutated Bear,T4,CloseRange,Channel,Needs enemies next to / in front of you
-77977745,Primary Attack,Mutated Bear,T4,CloseRange,,Needs enemies next to / in front of you
-1869011274,Primary Attack,Mutated Wolf,T4,CloseRange,Combo,Needs enemies next to / in front of you
2000340068,Wolf Mutant Dash Attack,Mutated Wolf,T4,CloseRange,,Needs enemies next to / in front of you
-265839081,Scratcher Dash,Mutilatrice harpie,T4,Aimed,,Aim at a target or direction — fires downrange
-70575944,Primary Attack,Nibbles the Putrid Rat,T2,CloseRange,,Needs enemies next to / in front of you
1450204157,Primary Attack,Nibbles the Putrid Rat,T2,CloseRange,,Needs enemies next to / in front of you
-1024883556,Primary Attack,Nibbles the Putrid Rat,T2,CloseRange,Channel,Needs enemies next to / in front of you
830495620,Vermin Dire Rat Rat Vanguard,Nibbles the Putrid Rat,T2,Summon,Channel,Summons units/allies — no aim needed
-1125894381,Mist Walk,Nicholaus the Fallen,T2,Movement,,Mobility / travel — no target needed
1837385563,Undead Priest Elite Projectile Hard,Nicholaus the Fallen,T2,Aimed,,Aim at a target or direction — fires downrange
1414167161,Undead Priest Elite Raise Horde,Nicholaus the Fallen,T2,Summon,Channel,Summons units/allies — no aim needed
14728131,Undead Priest Elite Projectile,"Nicholaus, el Caído",T2,Aimed,Channel,Aim at a target or direction — fires downrange
-14207169,Primary Attack,Night Lurker,T3,CloseRange,,Needs enemies next to / in front of you
-195118922,Primary Attack,Night Lurker,T3,CloseRange,,Needs enemies next to / in front of you
1708209167,Primary Attack,Night Lurker,T3,CloseRange,,Needs enemies next to / in front of you
-2036638378,Arctic Leap,Night Maiden,T3,Aimed,,Aim at a target or direction — fires downrange
1941093851,Legion Night Maiden Seduce Lesser,Night Maiden,T3,CloseRange,Channel,Needs enemies next to / in front of you
-1262881470,Primary Attack,Night Maiden,T3,CloseRange,,Needs enemies next to / in front of you
-324538848,Primary Attack,Night Maiden,T3,CloseRange,Channel,Needs enemies next to / in front of you
175670852,Primary Attack,Night Maiden,T3,CloseRange,,Needs enemies next to / in front of you
951198708,Spectral Strike,Night Maiden,T3,Aimed,,Aim at a target or direction — fires downrange
-1430256354,Corrupted Skull,Nightfall Edge,T3,Aimed,,Aim at a target or direction — fires downrange
1115425417,Heart Strike,Nightfall Edge,T3,Aimed,,Aim at a target or direction — fires downrange
-1526010521,Primary Attack,Nightmare,T4,CloseRange,Combo,Needs enemies next to / in front of you
